"Chlorophyll a, total",Divinyl chlorophyll a,Chlorophyll b,19-Hexanoyloxyfucoxanthin,19-Butanoyloxyfucoxanthin,Fucoxanthin,Peridinin,Alloxanthin,Zeaxanthin
-0.6254791863354096,-12.206072645530174,-2.2348797166400325,-1.9448756842985273,-2.900331188790738,-2.3644073066373883,-4.074247860522978,-4.074247860522978,-3.0790051927478124
-0.34248326671805135,-12.206072645530174,-3.057501299951623,-1.2801161798417284,-3.1464388909786942,-1.8838418639400385,-3.68867947411127,-6.212111218223605,-3.4736067971802957
-2.18032321346109,-2.525666146261299,-4.604670310946441,-4.1348541055603105,-5.8074777109949665,-5.520211698461814,-6.902767737471098,-12.206072645530174,-2.4303616479362042
-2.5132443978197556,-3.015832945260994,-5.1151628234501905,-4.268340870270065,-5.8074777109949665,-5.8074777109949665,-6.902767737471098,-6.902767737471098,-2.465045200692445
-1.9660771427248582,-2.4417896907145953,-4.342421380081523,-3.816485578719082,-4.9611310991931665,-5.520211698461814,-6.902767737471098,-6.902767737471098,-2.4303616479362042
-1.731577298219721,-2.1370282825328215,-5.520211698461814,-3.575372213320341,-4.9611310991931665,-5.1151628234501905,-6.212111218223605,-6.902767737471098,-2.4533498448837827
-0.8867197937839204,-2.2255777566332613,-3.1009816842730884,-2.216361526245428,-3.2700375489641336,-3.1699666201653267,-4.9611310991931665,-5.8074777109949665,-2.2925852584157123
-0.6386495256237431,-2.465045200692445,-2.900331188790738,-1.645039183677074,-2.631019717932791,-2.9956322785536575,-3.772043695374705,-5.1151628234501905,-2.2537473109107453
0.4472498390489555,-3.21875083268005,-1.7372428752566067,-1.7203415405706062,-3.4736067971802957,-2.0249154783252705,-3.9117730366729386,-2.419062731052741,-0.3410758168548185
-1.560623939024301,-2.8133273868987323,-4.017105781881298,-2.9564154111770407,-3.963053176540925,-4.709975300354218,-5.520211698461814,-12.206072645530174,-2.603622620492985
-0.9570997056458472,-2.603622620492985,-3.1464388909786942,-1.9448756842985273,-3.0790051927478124,-3.7294931369992335,-4.709975300354218,-6.902767737471098,-2.733291088968005
-0.8462867051103843,-4.074247860522978,-2.5638849241717083,-1.7092306237884634,-2.538244137378675,-3.352264370552976,-4.827688932533459,-6.902767737471098,-2.8823143065184342
-0.29034561653802227,-6.902767737471098,-2.1370282825328215,-1.7719274305996868,-2.9956322785536575,-1.7719274305996868,-3.4418631383881704,-4.509405564003712,-2.864616295696454
-2.603622620492985,-3.571564457020644,-5.520211698461814,-4.509405564003712,-5.297317866214954,-5.8074777109949665,-5.1151628234501905,-12.206072645530174,-2.748794073674064
-1.8325502142365813,-3.963112101602899,-4.199371800089807,-2.8823143065184342,-3.4418631383881704,-3.6494664517571014,-12.206072645530174,-12.206072645530174,-2.900331188790738
0.5920525530491696,-11.92897012554419,-2.6308808483311235,0.2503734301254257,-1.7181652004258805,-1.4208651021700858,-2.068818170042705,-3.982432812031688,-7.080375529791098
0.7502385088163731,-11.836294110305104,-2.3423139352230424,0.452625373285025,-1.6319647470157117,-0.9698893129733919,-1.8583801565699507,-4.249128476282269,-6.85442855949232
-0.5208608082191236,-9.272951789011485,-4.376362705049443,-3.176103733024332,-3.328774399736039,-1.2836114269861527,-4.032158806668127,-5.812481891579542,-3.5559932695914025
-1.495421963346961,-11.53759295332759,-4.185736428652531,-3.3832494143615235,-4.05965332243217,-2.573174088019649,-3.8639950364175646,-12.206072645530174,-6.063175394661982
0.6740667514158893,-9.032715311389405,-5.2069805245514225,-2.4081670887323297,-3.5383372197593896,-2.2622428551386173,-5.774074797206959,-1.5140061863447551,-2.2607864747260504
-0.619926812209957,-8.740639036275509,-5.325908525869197,-4.421243751033631,-2.021780259632634,-2.5523242811887634,-4.9338317653645545,-4.441853892638577,-4.779711328853109
-1.7498483975676575,-10.398523286529887,-12.206072645530174,-12.206072645530174,-12.206072645530174,-4.508304580122677,-12.206072645530174,-7.544837545808998,-12.206072645530174
0.7758636183216917,-10.790981405878677,-5.282761981322746,-3.48637860894335,-4.585836688323854,-4.304643830640377,-12.206072645530174,-5.727306348275498,-12.206072645530174
0.33937950641393116,-8.998135742763584,-4.447997989828017,-3.218896175075265,-3.385877640442874,-2.8886259786559116,-4.479220411333474,-2.3067865321062206,-2.7452921584846255
-0.0262701279637171,-7.811359473605698,-4.590258125493385,-3.51135615724591,-3.027656326597152,-3.2735604950541646,-12.206072645530174,-3.891446675292679,-3.8058770183337924
-4.5735339314950805,-11.019333634828577,-12.206072645530174,-7.338421278832638,-4.6217055446243105,-2.5336993637606833,-5.876760736291027,-9.849616863909759,-12.206072645530174
-1.742940734038207,-10.932859018499373,-5.520211698461814,-3.1464388909786942,-4.709975300354218,-3.0790051927478124,-12.206072645530174,-1.0244189630142444,-5.8074777109949665
-1.8681762584961037,-10.797392009622824,-5.950322603776807,-2.818339509996789,-3.794017772237241,-3.6807128914475427,-12.206072645530174,-3.9167843225298564,-12.206072645530174
-2.5651843850783633,-10.410568976945,-12.206072645530174,-3.60068544337802,-3.7378596363356547,-2.939257426626012,-12.206072645530174,-5.8074777109949665,-12.206072645530174
-1.4011846736150864,-10.616600424314822,-5.495549536077745,-2.18032321346109,-3.858245299747675,-3.0469203103234244,-12.206072645530174,-3.174739329380116,-12.206072645530174
-1.479265279131794,-10.689002718643035,-5.876351740007477,-2.210872285070846,-3.381247706354535,-2.3268265573670797,-12.206072645530174,-3.384192782846332,-12.206072645530174
-0.488729876047304,-9.939999764848022,-3.8119514517039303,-2.4510270983543223,-3.5682560117901976,-1.9247995539926237,-12.206072645530174,-3.4931482104100637,-6.434631522400158
-3.6424158037038965,-8.361347289477552,-12.206072645530174,-2.419366130817967,-4.270628382883826,-3.336815122732887,-5.610838729013463,-12.206072645530174,-4.904924839674141
-1.4205929295273203,-9.953085721902568,-3.4906926321858682,-2.8570448184945,-3.8530074949490074,-3.011853005114785,-12.206072645530174,-12.206072645530174,-12.206072645530174
-2.4623233392362867,-9.691962475707122,-12.206072645530174,-4.734754507698804,-5.081212810112269,-3.466646301086515,-12.206072645530174,-12.206072645530174,-5.66520931246495
-0.5069913174560441,-10.431546226490264,-3.3130491511354627,-2.694073334171416,-3.094337877308113,-1.9132154920507678,-3.3753834467691757,-3.329667730523234,-12.206072645530174
1.2072888003291269,-9.161550207806751,-2.1666821271020864,-1.4384090453873437,-2.4997563630383364,0.1701688441441211,-2.8000832565491742,-2.7379168007085037,-2.6634832277770855
1.239939671767974,-9.161550207806751,-2.232267808609879,-1.3943063717300683,-2.4337763686863934,0.22530521323866579,-2.7550631953739626,-2.7225802528865355,-2.591534635012792
-0.6193299649575272,-12.206072645530174,-4.728804150214694,-1.1746243801993705,-2.9321004133092177,-2.7578971734967914,-2.9371803866043757,-6.912767820805682,-4.900212612846165
-2.906165830194948,-3.927898354586436,-12.206072645530174,-4.1633731486325365,-5.755602223385997,-5.88350740560289,-7.112322444723412,-12.206072645530174,-3.0677654764538227
-0.05286821813967608,-12.206072645530174,-1.466832191346371,-1.7759353338811696,-3.0892740179623552,-2.925739901733956,-4.291454936489495,-3.5583776460497782,-4.9611310991931665
-1.3052063661034161,-3.7222035036105887,-4.908750473284183,-2.5641454606731635,-3.5174260759332285,-4.240852125224127,-12.206072645530174,-12.206072645530174,-2.7536975690334615
-0.41208799106140737,-10.262753057179848,-12.206072645530174,-2.128724227117958,-3.6640697752053617,-2.846502251760236,-12.206072645530174,-12.206072645530174,-12.206072645530174
-0.4212820388560028,-10.398765462769994,-12.206072645530174,-1.1316366389905248,-4.199371800089807,-0.9888479839391031,-4.614715598831623,-5.571439287668488,-12.206072645530174
-0.28414699487454176,-8.889906080360376,-5.196483060666768,-2.523817970807964,-4.625168832494781,-3.8005263544144707,-12.206072645530174,-12.206072645530174,-12.206072645530174
-1.4661104644701262,-11.65863842476242,-12.206072645530174,-3.037278935373846,-4.39058822794163,-2.1868002479470197,-12.206072645530174,-12.206072645530174,-12.206072645530174
-1.5639627606612003,-10.389988227450893,-12.206072645530174,-3.5718077825280985,-2.7853903140769902,-2.01887339204616,-12.206072645530174,-4.975509492120882,-12.206072645530174
-0.20237856860313105,-11.236790492101118,-12.206072645530174,-3.0938432198456645,-4.5294991960547515,-2.6278738900463106,-9.636489993468997,-12.206072645530174,-5.344205505668473
2.648972652783529,-9.203999540319975,2.1030610176894564,-12.206072645530174,-2.852411454109769,1.3399637323120852,-2.3206981484209726,-12.206072645530174,-1.7270678348129198
-1.4986384497013718,-9.786576560568703,-3.4402198088753932,-2.4247270775796874,-3.0826475097107533,-0.8031907870119672,-5.6519837841159255,-12.206072645530174,-5.6514685263131526
1.6402978096319627,-11.749498558616395,-12.206072645530174,1.508690075331823,-2.1820946146594227,-0.9130335422802816,-1.9797410135742182,0.6230492344171377,-12.206072645530174
-2.9641367119642403,-8.228084528644196,-5.082399860325567,-3.7677062346599075,-4.546429690965491,-5.425015019593994,-6.212111218223605,-5.571439287668488,-12.206072645530174
-0.26265780754704543,-11.47977998956283,-4.42243204930892,-1.777826978697898,-3.772043695374705,-0.43231485814747733,-3.963053176540925,-6.212111218223605,-6.212111218223605
-4.017105781881298,-10.950164437371013,-12.206072645530174,-12.206072645530174,-12.206072645530174,-12.206072645530174,-12.206072645530183,-12.206072645530183,-4.509405564003712
-3.411096213841403,-11.559458646493225,-5.520211698461814,-4.827688932533459,-5.8074777109949665,-6.212111218223605,-6.902767737471098,-12.206072645530174,-4.9611310991931665
-1.265830477704753,-3.1566972182163715,-3.816485578719082,-2.538244137378675,-3.4418631383881704,-4.827688932533459,-6.212111218223605,-6.902767737471098,-3.1930967875646745
-3.381247706354535,-12.08524258250265,-6.212111218223605,-4.709975300354218,-6.212111218223605,-6.212111218223605,-12.206072645530174,-12.206072645530174,-5.975309937907546
-2.5132443978197556,-10.942885041172854,-6.902767737471098,-4.268340870270065,-5.8074777109949665,-5.297317866214954,-12.206072645530174,-12.206072645530174,-6.992129042108352
-3.1940612684937624,-9.788362370250466,-6.212111218223605,-4.9611310991931665,-6.212111218223605,-5.8074777109949665,-6.902767737471098,-6.902767737471098,-4.709975300354218
-3.1464388909786942,-9.65570536406045,-6.212111218223605,-4.074247860522978,-4.9611310991931665,-5.297317866214954,-12.206072645530174,-6.902767737471098,-4.509405564003712
-2.900331188790738,-4.584410409321801,-6.212111218223605,-4.9611310991931665,-5.297317866214954,-5.8074777109949665,-12.206072645530174,-6.902767737471098,-3.5402870500641095
-1.049807838886432,-3.4418631383881704,-2.733291088968005,-1.8970866521080911,-2.631019717932791,-3.506391244540661,-4.604670310946441,-5.8074777109949665,-2.2537473109107453
-0.9996587539489863,-3.6117332449372825,-2.8133273868987323,-1.8388196307154572,-2.538244137378675,-3.4736067971802957,-4.604670310946441,-6.212111218223605,-2.465045200692445
-0.06613446063847082,-5.8074777109949665,-2.500975057967065,-1.139418658310434,-1.8970866521080911,-1.044109898939469,-4.017105781881298,-4.709975300354218,-2.5638849241717083
-1.9660771427248582,-2.847226065254767,-5.297317866214954,-3.575372213320341,-4.9611310991931665,-4.827688932533459,-6.902767737471098,-12.206072645530174,-2.3644073066373883
-1.2241585049853485,-3.506391244540661,-4.268340870270065,-2.419062731052741,-3.324097461281307,-2.975831611847655,-5.520211698461814,-5.8074777109949665,-2.847226065254767
-1.1679462897617212,-4.074247860522978,-4.268340870270065,-2.1541219853564235,-3.506391244540661,-3.1464388909786942,-5.520211698461814,-6.212111218223605,-2.6172273470286096
-0.9038558662727928,-6.212111218223605,-2.5638849241717083,-1.5095699532859237,-2.7805402520274014,-3.816485578719082,-3.8629947743607915,-5.520211698461814,-2.2348797166400325
-0.725660041740353,-12.206072645530174,-2.5132443978197556,-1.6607048913784315,-2.2348797166400325,-2.6591886109122482,-3.816485578719082,-5.1151628234501905,-2.631019717932791
0.4427641041504944,-12.206072645530174,-2.0556859533254395,-1.313025312192446,-1.6982418041095946,-0.3243391412179629,-3.324097461281307,-3.963053176540925,-2.189211765826362
-1.5896107756343594,-2.2442690161712098,-4.709975300354218,-3.411096213841403,-4.9611310991931665,-5.1151628234501905,-6.212111218223605,-12.206072645530174,-2.2633163040733457
-1.7092306237884634,-3.9117730366729386,-4.42243204930892,-3.1009816842730884,-4.509405564003712,-4.1348541055603105,-5.520211698461814,-6.902767737471098,-2.9186786441116994
-0.9137813829253729,-12.206072645530174,-3.5402870500641095,-2.5509823517829244,-3.1464388909786942,-2.2442690161712098,-3.5402870500641095,-6.212111218223605,-4.42243204930892
-0.35239127482123156,-12.206072645530174,-2.538244137378675,-2.2827334472914447,-3.5402870500641095,-1.604425495610564,-3.816485578719082,-4.509405564003712,-3.772043695374705
-0.5996477300459552,-3.1464388909786942,-2.645004981885161,-1.7092306237884634,-2.975831611847655,-3.21875083268005,-3.9117730366729386,-4.9611310991931665,-2.063528823219787
-0.28767540580733636,-2.407890054639469,-1.8642979045186545,-3.411096213841403,-4.709975300354218,-3.963053176540925,-5.1151628234501905,-5.297317866214954,-0.86511056888572
-0.9808159197672811,-3.015832945260994,-3.1940612684937624,-1.7660624831408689,-3.0790051927478124,-3.9117730366729386,-4.9611310991931665,-6.212111218223605,-2.603622620492985
-0.9597072350564174,-4.074247860522978,-2.9956322785536575,-1.8388196307154572,-3.21875083268005,-3.6117332449372825,-4.9611310991931665,-6.212111218223605,-2.419062731052741
-2.5769561513861543,-3.3061144017599635,-5.297317866214954,-4.42243204930892,-12.206072645530174,-12.206072645530174,-12.206072645530174,-12.206072645530174,-2.6881740470974202
-1.537093995310933,-3.380230962824393,-3.411096213841403,-2.6735763132421337,-3.506391244540661,-3.68867947411127,-12.206072645530174,-12.206072645530174,-3.057501299951623
-1.6917060111210813,-6.149145205175411,-5.055438591957508,-3.2060830030694487,-5.407016783471378,-3.0119632866644084,-5.622663423371409,-7.492198435993178,-3.2303160150107564
-1.2612312231662182,-2.8700936637040737,-3.8908417810918756,-3.434082208997932,-4.633810703227664,-3.8002580420973255,-5.102847024306662,-9.402842093149413,-2.442709601088212
2.7014957676569122,-10.418021032589433,-3.1464388909786942,-2.26813535826482,-12.206072645530174,2.0396483146717688,-12.206072645530174,-2.0690556621274183,-12.206072645530174
-0.6549096428729989,-11.004710338808717,-4.464104745709489,-3.176534984378676,-3.4336172729182666,-1.2915261463338967,-3.8193070969284046,-5.310592397423649,-12.206072645530174
-1.799860191661964,-10.747993229527864,-4.228310334890262,-2.8228551755880362,-3.5617535327879315,-2.606342348302501,-12.206072645530174,-4.240457630366891,-12.206072645530174
-1.9309870543974585,-11.535451080825592,-12.206072645530174,-1.9037754165527232,-4.074247860522978,-3.4736067971802957,-12.206072645530174,-1.431270806767365,-5.297317866214954
-2.7967994509548397,-10.879464489750287,-5.8074777109949665,-2.975831611847655,-4.342421380081523,-3.324097461281307,-5.520211698461814,-3.015832945260994,-6.212111218223605
-3.7294931369992335,-8.111821208776865,-5.520211698461814,-3.68867947411127,-5.1151628234501905,-3.772043695374705,-5.297317866214954,-5.8074777109949665,-5.8074777109949665
-4.017105781881298,-7.401199606264928,-6.212111218223605,-3.9117730366729386,-5.8074777109949665,-4.074247860522978,-6.212111218223605,-6.902767737471098,-6.212111218223605
-0.5826707734193347,-9.88482100095876,-5.841321888678262,-2.18032321346109,-3.211279748246573,-2.72105945569585,-5.098647171419469,-2.8823143065184342,-12.206072645530174
-1.4142618302039445,-11.27859806819162,-12.206072645530174,-2.5231694219133325,-3.4931482104100637,-2.850680001854852,-5.184096222458014,-6.212111218223605,-12.206072645530174
-1.395920544514523,-11.262773834172117,-12.206072645530174,-2.302535094244004,-4.062555239732693,-2.5982321351001234,-12.206072645530174,-4.491395171729247,-12.206072645530174
-0.24576627635063894,-9.868211190852048,-3.9067867386328996,-2.3402350404459513,-2.480456566114389,-1.7527022309745286,-12.206072645530174,-1.9653631374822869,-12.206072645530174
0.6573153187579857,-9.46462874152885,-3.3021215734714677,-1.7349727911399468,-2.330933128509534,-1.8950887159768022,-12.206072645530174,-12.206072645530174,-12.206072645530174
-0.6063898358337789,-6.345325895364851,-4.685946496015379,-2.684460635669124,-4.432898965047638,-3.4582122763896996,-5.405012105219,-12.206072645530174,-4.435596202016639
-1.8941478061882018,-11.590491584365013,-3.420863620659642,-3.30549533319384,-3.2054340713781935,-12.206072645530174,-12.206072645530174,-5.514666055316342,-5.588445093843779
-2.591683020629229,-10.311561133587237,-3.102979830777567,-4.087788284060885,-12.206072645530174,-3.93565222961643,-12.206072645530174,-12.206072645530174,-12.206072645530174
-1.5274035125738128,-10.247296051456763,-3.4269869439819485,-3.215573838430697,-4.364113384853246,-3.156701157933817,-12.206072645530174,-5.055698739616057,-12.206072645530174
-1.50731011638829,-11.553610075848843,-12.206072645530174,-2.534454100626614,-12.206072645530174,-2.321716945310072,-4.688008464297096,-5.184096222458014,-12.206072645530174
-0.8744172903181217,-11.202840106340506,-12.206072645530174,-2.4556779991278708,-5.277534827365508,-1.720900340283395,-12.206072645530174,-5.625433508245225,-12.206072645530174
0.3124027334292806,-9.161550207806751,-2.807647247523773,-2.123560632319386,-3.0746672616421336,-0.9877733072461579,-3.4833297712007742,-3.0117600346311884,-2.7059773509412794
-1.0651672901969838,-11.369876349689626,-4.51662496061224,-2.6822284163642913,-4.096127427382106,-1.5904288111709513,-12.206072645530174,-12.206072645530174,-6.720000556101928
-0.9822756318468023,-11.90135815440805,-4.769573242279701,-2.481305143006333,-2.947723366867679,-1.8355671665261897,-3.3818066038702232,-12.206072645530174,-5.641371214534804
-1.9810129564325651,-10.746611247940207,-3.706887347309289,-2.896393057591121,-3.8102943770958713,-1.1949644846828054,-7.783746517791814,-12.206072645530174,-5.525901010500768
0.6659840813289236,-8.841699965512339,-2.8930854365938483,-3.1604889991684737,-4.056759801894829,0.45139722369095503,-3.5130791143102473,-5.258135576915205,-12.206072645530174
-3.246336953765657,-4.313849989542382,-9.479478099436463,-5.519009425227325,-12.206072645530174,-12.206072645530174,-12.206072645530174,-12.206072645530174,-3.5973878284436243
0.13834972827876957,-12.206072645530174,-1.2698619131855338,-3.315753522962644,-5.202197318593652,-1.619187491499257,-3.8570771507429686,-3.1758394276284,-2.3702013613269113
-1.3530499319685978,-10.39583627830217,-2.358772121134826,-2.908022137420072,-3.4970693562436184,-1.3607508677044737,-6.453867494256316,-6.184507695300071,-5.284342274635459
-0.6586620472011839,-12.206072645530174,-2.9008822600713637,-1.683956027146322,-2.88076575166245,-3.4719085142288195,-4.589388967059913,-4.391597327998496,-3.224814624681989
-1.1743978209855328,-12.206072645530174,-4.604670310946441,-2.6591886109122482,-4.709975300354218,-1.6873724272420088,-3.963053176540925,-12.206072645530174,-5.8074777109949665
-1.5798548386424522,-12.206072645530174,-4.604670310946441,-2.830133092904425,-4.604670310946441,-2.631019717932791,-4.604670310946441,-6.902767737471098,-5.520211698461814
-1.0356234050988649,-12.206072645530174,-3.2700375489641336,-2.419062731052741,-3.963053176540925,-1.6873724272420088,-3.68867947411127,-5.8074777109949665,-4.509405564003712
-1.8514776270071802,-12.206072645530174,-4.509405564003712,-2.9373690302570763,-4.9611310991931665,-3.1464388909786942,-4.42243204930892,-5.8074777109949665,-6.212111218223605
-1.85786722096418,-12.206072645530174,-12.206072645530174,-3.411096213841403,-4.9611310991931665,-4.42243204930892,-5.520211698461814,-12.206072645530174,-3.244065435941861
-1.049807838886432,-12.206072645530174,-3.816485578719082,-2.0556859533254395,-4.42243204930892,-4.199371800089807,-4.342421380081523,-3.0790051927478124,-3.2967022403327073
-2.0479041156816797,-12.206072645530174,-12.206072645530174,-3.1940612684937624,-4.709975300354218,-4.509405564003712,-4.827688932533459,-12.206072645530174,-3.5402870500641095
-1.265830477704753,-12.206072645530174,-4.709975300354218,-2.1119234119250896,-4.342421380081523,-3.68867947411127,-4.509405564003712,-4.017105781881298,-3.2700375489641336
-2.1370282825328215,-12.206072645530174,-4.9611310991931665,-3.1699666201653267,-4.42243204930892,-5.1151628234501905,-4.9611310991931665,-5.520211698461814,-4.509405564003712
-2.2537473109107453,-12.206072645530174,-5.297317866214954,-3.352264370552976,-4.509405564003712,-5.1151628234501905,-4.9611310991931665,-6.212111218223605,-4.709975300354218
-2.6172273470286096,-12.206072645530174,-12.206072645530174,-3.4418631383881704,-4.709975300354218,-5.520211698461814,-5.297317866214954,-12.206072645530174,-4.709975300354218
-2.525666146261299,-12.206072645530174,-12.206072645530174,-3.352264370552976,-4.509405564003712,-4.827688932533459,-4.9611310991931665,-12.206072645530174,-4.604670310946441
-2.095530274029421,-12.206072645530174,-4.827688932533459,-3.0790051927478124,-4.709975300354218,-3.816485578719082,-5.1151628234501905,-12.206072645530174,-4.1348541055603105
-1.8139744037992123,-12.206072645530174,-4.268340870270065,-2.718024782249414,-4.709975300354218,-3.7294931369992335,-4.604670310946441,-12.206072645530174,-4.604670310946441
-1.9589599282397872,-12.206072645530174,-3.9117730366729386,-3.244065435941861,-4.709975300354218,-3.68867947411127,-5.1151628234501905,-12.206072645530174,-3.7294931369992335
-1.5945246697018045,-12.206072645530174,-4.199371800089807,-2.9373690302570763,-4.709975300354218,-2.7805402520274014,-4.827688932533459,-12.206072645530174,-4.199371800089807
-1.335582235578243,-12.206072645530174,-4.1348541055603105,-2.631019717932791,-4.509405564003712,-2.2729777482413875,-4.604670310946441,-6.902767737471098,-4.268340870270065
-1.8201280800285116,-12.206072645530174,-4.017105781881298,-3.21875083268005,-4.827688932533459,-3.2700375489641336,-4.604670310946441,-6.212111218223605,-3.963053176540925
-1.560623939024301,-12.206072645530174,-4.9611310991931665,-3.1009816842730884,-4.709975300354218,-2.538244137378675,-4.9611310991931665,-5.8074777109949665,-4.342421380081523
-1.5896107756343594,-12.206072645530174,-12.206072645530174,-2.8133273868987323,-4.709975300354218,-2.748794073674064,-5.297317866214954,-12.206072645530174,-4.604670310946441
-1.7037211197552322,-12.206072645530174,-12.206072645530174,-2.9564154111770407,-4.509405564003712,-2.975831611847655,-4.9611310991931665,-12.206072645530174,-4.709975300354218
-1.3280065852493836,-2.189211765826362,-3.411096213841403,-3.324097461281307,-4.9611310991931665,-4.604670310946441,-5.1151628234501905,-6.902767737471098,-1.8201280800285116
-1.2275656052642563,-2.1036932514821283,-4.017105781881298,-3.352264370552976,-5.297317866214954,-4.342421380081523,-5.520211698461814,-5.8074777109949665,-1.8707702095630994
-1.3943063717300683,-4.074247860522978,-4.42243204930892,-2.332992755415471,-4.017105781881298,-2.7645411906604807,-5.520211698461814,-4.9611310991931665,-3.6117332449372825
-1.2207629736334102,-12.206072645530174,-5.297317866214954,-2.332992755415471,-3.772043695374705,-2.419062731052741,-5.520211698461814,-6.902767737471098,-3.963053176540925
-1.0787949555977074,-12.206072645530174,-3.816485578719082,-2.189211765826362,-3.68867947411127,-2.538244137378675,-5.297317866214954,-6.212111218223605,-3.506391244540661
-2.645004981885161,-3.7294931369992335,-12.206072645530174,-4.509405564003712,-6.212111218223605,-5.8074777109949665,-12.206072645530174,-12.206072645530174,-3.1699666201653267
-2.6172273470286096,-3.6494664517571014,-12.206072645530174,-4.42243204930892,-5.8074777109949665,-5.8074777109949665,-12.206072645530174,-12.206072645530174,-3.1009816842730884
-1.8451286008862604,-3.21875083268005,-5.520211698461814,-3.015832945260994,-4.509405564003712,-4.827688932533459,-5.8074777109949665,-12.206072645530174,-3.1940612684937624
-2.6172273470286096,-3.6494664517571014,-12.206072645530174,-4.268340870270065,-5.520211698461814,-5.520211698461814,-12.206072645530174,-12.206072645530174,-3.1464388909786942
-1.5896107756343594,-2.830133092904425,-12.206072645530174,-2.9373690302570763,-4.268340870270065,-4.268340870270065,-5.1151628234501905,-12.206072645530174,-2.7805402520274014
-2.6735763132421337,-3.6494664517571014,-12.206072645530174,-4.342421380081523,-5.297317866214954,-5.8074777109949665,-12.206072645530174,-12.206072645530174,-3.1234520151563623
-2.6881740470974202,-3.6494664517571014,-12.206072645530174,-4.42243204930892,-5.8074777109949665,-6.212111218223605,-5.8074777109949665,-12.206072645530174,-3.03645010683255
-3.25331228682426,-12.206072645530174,-6.126495577913674,-4.302312793378658,-5.3965820064746755,-5.722288764560895,-6.660482786105347,-12.206072645530174,-5.663457467613766
-1.9433598937226004,-12.206072645530174,-5.2891863811677045,-3.0385802356279332,-3.8441669932542575,-4.43965151023136,-5.005519701082668,-5.160269239742267,-4.259508728452161
-2.5496240285196374,-4.219250314303979,-6.542799714212182,-3.882689714049158,-4.978027213593852,-5.086218908320549,-5.727407255082328,-12.206072645530174,-3.3252427912721534
-2.631019717932791,-3.1234520151563623,-12.206072645530174,-4.42243204930892,-6.212111218223605,-12.206072645530174,-6.902767737471098,-12.206072645530174,-2.5769561513861543
-2.407890054639469,-3.352264370552976,-5.297317866214954,-3.575372213320341,-5.297317866214954,-5.8074777109949665,-5.520211698461814,-12.206072645530174,-2.733291088968005
-2.2348797166400325,-3.057501299951623,-4.827688932533459,-3.68867947411127,-5.520211698461814,-5.520211698461814,-5.8074777109949665,-12.206072645530174,-2.500975057967065
-2.3859123555837995,-3.4418631383881704,-4.9611310991931665,-3.324097461281307,-5.297317866214954,-4.9611310991931665,-5.520211698461814,-12.206072645530174,-2.7805402520274014
-1.7037211197552322,-11.684625667577652,-4.827688932533459,-2.5638849241717083,-4.017105781881298,-2.8133273868987323,-6.212111218223605,-6.212111218223605,-12.206072645530174
-2.5509823517829244,-9.670829581842158,-4.9611310991931665,-3.963053176540925,-6.212111218223605,-3.0790051927478124,-6.902767737471098,-6.902767737471098,-12.206072645530174
0.43593288222284593,-12.0592261028206,-12.206072645530174,-1.9782938876749896,-3.1604889991684737,-0.10858236691777279,-1.4216935854717563,-12.206072645530174,-12.206072645530174
1.6913321357633992,-6.164609955182534,-12.206072645530174,1.5123332234608968,-12.206072645530174,-12.206072645530174,-2.4429397109666935,-2.6925952465473495,-12.206072645530174
1.7855074661222974,-10.97596135827046,-1.629615109872918,1.6603600879655662,-2.4533498448837827,-1.1573914269373504,-12.206072645530174,-1.9051185549971477,-12.206072645530174
-3.226278154634963,-8.054869579449274,-5.098647171419469,-4.160163903259394,-4.3736617183422535,-5.447978141102443,-4.932980049530651,-6.263273270403473,-12.206072645530174
-1.3459012585606451,-10.014297351929583,-2.7597909640099205,-3.264788881882607,-5.131955829332812,-2.485246707601105,-12.206072645530174,-5.425015019593994,-12.206072645530174
-0.2429573036722727,-10.561710982618022,-2.291595698194444,-1.084103058475552,-3.717073188484718,-1.6744832286372657,-12.206072645530174,-3.858245299747675,-12.206072645530174
2.351023290468562,-11.742397094399962,-12.206072645530174,2.022607266477753,-2.7425640091340857,0.31130460051074593,-12.206072645530174,-2.914982123868882,-12.206072645530174
-1.3470544173822874,-10.747208694706483,-3.2967022403327073,-2.375102023833223,-3.352264370552976,-2.465045200692445,-5.1151628234501905,-6.902767737471098,-6.212111218223605
-2.18032321346109,-4.765999982564683,-4.604670310946441,-3.575372213320341,-4.42243204930892,-4.509405564003712,-6.902767737471098,-6.212111218223605,-3.9117730366729386
-2.4303616479362042,-4.60575524420297,-5.297317866214954,-4.1348541055603105,-4.9611310991931665,-5.297317866214954,-12.206072645530174,-12.206072645530174,-3.53057268179382
-2.375102023833223,-12.134060936697367,-6.212111218223605,-3.816485578719082,-4.827688932533459,-5.1151628234501905,-5.8074777109949665,-12.206072645530174,-5.189139145669851
-1.5186607183760323,-3.456418188379037,-3.9117730366729386,-3.0790051927478124,-3.7294931369992335,-5.1151628234501905,-6.902767737471098,-6.212111218223605,-3.3006844050904935
-1.0051082844718984,-2.706415546630455,-2.8133273868987323,-2.631019717932791,-3.772043695374705,-4.199371800089807,-5.8074777109949665,-5.972143549376948,-2.816074874306433
-2.0714336902783077,-11.987013274545436,-3.8629947743607915,-3.411096213841403,-4.342421380081523,-5.297317866214954,-5.520211698461814,-5.8074777109949665,-5.2904119097298095
