"Chlorophyll a, total",Divinyl chlorophyll a,Chlorophyll b,19-Hexanoyloxyfucoxanthin,19-Butanoyloxyfucoxanthin,Fucoxanthin,Peridinin,Alloxanthin,Zeaxanthin
-1.0208851521690965,-1.3552313362256112,-4.010771064974788,-3.356133193470877,-5.363053463895835,-5.42957074461907,-4.777375825837031,-12.206072645530174,-2.1615893477189854
-1.10648381802711,-1.3852556935218865,-4.152580484766107,-3.83438677145268,-5.76783936619593,-5.629101809379638,-5.026852817410477,-12.206072645530174,-2.0301714652581415
-1.13667347273515,-1.4450905954558975,-4.135181784358295,-3.583791121014422,-5.486352670228736,-5.252635751772944,-5.141370806553108,-12.206072645530174,-1.9757916487030656
-1.3472307756951398,-1.6321380397921894,-4.417576792277971,-3.7457041139147846,-5.304388119939291,-5.252298137494906,-5.475057148631432,-12.206072645530174,-2.097853408611705
-1.5500109487003462,-1.8090086907491831,-4.765155429627518,-4.005384684793016,-5.6662229307693694,-5.668908959100487,-5.375564470316179,-12.206072645530174,-2.227096819180824
-0.6047113935241515,-1.7599556057226018,-4.0496811350451045,-3.9325855177738545,-5.637850720050519,-5.505230617410808,-4.951578531694002,-12.206072645530174,-2.0250781300887706
-0.7074111084097832,-0.8557567751088483,-3.9329603054520157,-3.8484965870751,-5.51947561712655,-5.535175442501964,-4.6248242497563785,-12.206072645530174,-1.7690871241019714
-0.7558457953637449,-0.9206125530036883,-4.054203224127883,-3.6726196371262745,-5.6156617132610736,-5.424404330052873,-5.398068593279072,-12.206072645530174,-1.6835450145112776
-0.6143170724035106,-0.833585077991256,-3.8575930173867454,-3.1919934165096766,-5.157002796210679,-5.081124869442981,-4.991464952238626,-12.206072645530174,-1.8335777098366886
-0.8699818578462644,-1.4854006168319793,-3.7144207188577,-3.1424803735089313,-4.529610929671157,-3.82482811981892,-4.9000277778136985,-12.206072645530174,-1.735165817903104
-0.6354091491751493,-1.1702571299132518,-3.404991506660052,-2.497090979168695,-3.8806419397602916,-4.08521305641567,-4.850306142112175,-12.206072645530174,-1.6954231638888386
-1.1519022171087436,-1.5963060302652288,-3.995530358685726,-3.2790800452063467,-4.8476762776334565,-4.507030114108119,-5.482094123552414,-12.206072645530174,-2.2064940917465052
-0.9499553030112529,-1.42483424206003,-3.9520224216920115,-3.187084036528884,-4.805391204769958,-4.393444884280802,-5.096181893142542,-12.206072645530174,-2.3272535640483265
-1.2414488057076758,-2.7162969852424,-3.256567402385525,-2.2357095548093846,-4.635824351548056,-4.407930161645232,-4.27933142779794,-12.206072645530174,-2.811221780895795
-1.2943172571191794,-12.206072645530174,-2.778611926168048,-1.6814150739166405,-3.857671686043877,-3.1379743138410854,-4.01167086718698,-12.206072645530174,-2.2464161940069247
-0.9453664638129484,-3.055943843912926,-3.8499111301216686,-1.554419004845152,-3.9895288599281264,-3.4818832257035566,-4.794252427717761,-12.206072645530174,-2.31506373672126
-0.9005665326196862,-1.7872796661465982,-3.7696945931691284,-2.0505344468991047,-4.342498986322336,-4.093893033176685,-4.924568401516638,-12.206072645530174,-1.9364655268432869
-0.1257243810853329,-0.45966188161996946,-3.019914430838843,-2.1925148087288595,-4.382864418316614,-4.271354031489205,-4.891541985489181,-12.206072645530174,-1.1601112161346157
-0.1106366097961707,-0.32444363239975826,-2.8879115866007674,-2.398364295272217,-4.411941660355462,-4.3122711207392905,-5.033189616334792,-12.206072645530174,-1.2468685621911324
-0.8844182490336954,-2.434811026330037,-3.7641485223558324,-2.2683834050637564,-4.512182471018598,-2.2708541941816254,-3.4230285234453732,-12.206072645530174,-1.8720330799576503
-0.8602024543147276,-2.4622974911935827,-3.1194067156398897,-2.0845328130346292,-3.9352610217817614,-3.3628418280360877,-3.8678361555087877,-12.206072645530174,-1.751410310893212
-0.9997386201835482,-4.157376557300144,-2.9486345617267715,-2.063933679778317,-3.8041684535658016,-3.171457520315633,-4.42879378583472,-12.206072645530174,-2.0848229539397756
-0.690973644401982,-3.1889259723977355,-2.946685522115412,-1.384057849976479,-2.9191835309197285,-2.6931674678375646,-4.011296092135636,-12.206072645530174,-1.887607499708126
-1.0222820575619107,-4.930816374753768,-2.890874031734553,-1.8121669385282866,-3.265004744729112,-2.906321587409963,-4.3250871441736765,-12.206072645530174,-2.2861420390243805
-0.8468740502074263,-4.9538992407129285,-4.524592008473354,-1.0699562111385796,-3.9458601969336082,-2.947249842253271,-4.834313209825993,-12.206072645530174,-3.006107642224936
-1.8237970350672932,-3.7799744996120017,-3.7937370300449302,-3.098983566520083,-4.907666941144497,-4.572016770563225,-4.486318129937677,-12.206072645530174,-1.8623237317749224
-0.37331072584444636,-0.9183308136766427,-2.9619193763146647,-2.5672028985088216,-4.0177532533174,-3.954098158782374,-3.988292704276435,-12.206072645530174,-1.1534642710495195
-0.8541274121078712,-2.5641502587659613,-3.2467382263040805,-2.1654594399692613,-3.7277624164394503,-3.819274656129361,-3.805681699652231,-12.206072645530174,-1.457241076975364
-0.3573161351721889,-1.4889798139508563,-2.662895612636585,-1.8773561681467432,-3.581629538217413,-3.336992019953524,-3.3895895899089843,-12.206072645530174,-1.0642265012035046
0.2505638355455339,-0.5659408122955191,-2.202907831876455,-1.427409689491647,-3.13154953759302,-2.835624264871617,-2.741551861951783,-12.206072645530174,-0.650042093863206
0.39612953358692793,-0.7711893849584995,-2.1435469576876423,-0.8530581875281549,-2.5253837179271996,-2.2225233501170645,-2.576283213725561,-12.206072645530174,-0.5619491139745956
0.8254148500226068,0.2802014033868822,-1.9896864859547023,-1.077896336521254,-2.7805526440080603,-2.4574056486880513,-2.5827166090431253,-12.206072645530174,-0.1362377925374037
1.161463386908119,0.8237307138258456,-1.7162325698706977,-1.2778788352814108,-2.797417540793764,-2.6946016330044165,-2.6560673182304613,-12.206072645530174,0.20936014064386638
1.403764245175197,1.1172164673926441,-1.4206064002064163,-1.428675456656739,-2.6772247175567685,-2.754500558149033,-2.8586124822400247,-12.206072645530174,0.43320462344069594
1.0838481667584179,0.7948073184569314,-1.7645301511388307,-1.5966199348367387,-2.9789397109802107,-2.891434865234571,-3.2060749152334647,-12.206072645530174,-0.03082003329616216
0.009444955647876356,-1.3982396601714797,-2.397925109413478,-1.306750907283583,-3.196069377530636,-2.6285170625908356,-3.002559025690454,-12.206072645530174,-0.8435903105519238
-0.2782935099219501,-2.3380265205323028,-3.2975037970021543,-0.7997729658895085,-2.490444054674801,-2.4634651534657186,-3.9174237210738636,-12.206072645530174,-2.6987487633584077
-0.5229111605497697,-2.0769300118129945,-3.107524862269689,-1.4071865170729179,-2.763821064171419,-2.9451039769284475,-4.043917943489421,-12.206072645530174,-2.740424850121773
-0.7288488480240265,-1.9866301904396326,-3.2087113102708402,-1.7363199025598994,-3.065752243754858,-3.316521704722393,-3.7338757689991993,-12.206072645530174,-2.7464499137486578
-0.49696070419681243,-1.5564114758555165,-3.100300813573997,-1.4899517492564387,-2.713902693575505,-3.2372237986759647,-4.2386235234939775,-12.206072645530174,-2.6913570955675388
-0.7203576091905574,-1.0160056660814203,-3.6265892610728354,-2.67689352056589,-3.78718378640242,-4.866096870379158,-4.87068065037615,-12.206072645530174,-2.543680741888716
-0.7110420631587951,-0.9050773376353461,-3.767800449874909,-3.0488222557557245,-4.071932429120298,-5.067558457974353,-5.923787120118896,-12.206072645530174,-2.2962315247235416
-0.8423775947709776,-1.0290162899389648,-4.001194091092343,-3.1831395520148984,-4.374269413463239,-5.224072327445561,-6.253478993928801,-12.206072645530174,-2.2584460561863815
-0.665899746502105,-0.8320890959291718,-3.77077254535838,-3.177827467250005,-4.30134587066313,-5.114568147182779,-5.36796979113518,-12.206072645530174,-2.0332182905478997
-0.4134953191218669,-0.6629363749964395,-3.181048411955134,-2.464669873218844,-3.541748523288135,-4.358338669401937,-5.468316349789766,-12.206072645530174,-2.002777729897161
-0.6575733013371297,-0.944095180526764,-3.308459462831795,-2.577261881821961,-3.616882894910277,-4.532325183759518,-5.502600138377265,-12.206072645530174,-2.141059118212677
-0.5883271089156796,-0.8959244627186025,-3.291855928919727,-2.577261881821961,-3.456733170717086,-4.389500297849941,-5.255653749879329,-12.206072645530174,-2.1480530030557294
-0.685511665440501,-1.212673582219011,-3.102410390645247,-2.464918004264872,-3.4758325896264077,-4.277456526105455,-3.877015134133089,-12.206072645530174,-2.4471348390562957
-0.7866068156787787,-1.5856041368313403,-3.0539810698802103,-2.3948108021426786,-3.411680820382074,-3.8099646102239624,-3.5220945575863376,-12.206072645530174,-2.5321509089725214
-0.6585914275872707,-1.3307317460453143,-3.0004103055030567,-2.203085552646028,-3.625468021276822,-3.6740591036544186,-3.179366088101653,-12.206072645530174,-1.9712765776061791
-0.827396682391748,-1.9421967612219806,-2.7950570334476215,-2.0886062447713263,-3.2436373893794515,-2.9057847260848373,-3.8485573126902204,-12.206072645530174,-2.2631476677476035
-0.85094590307749,-2.1275579911659794,-2.506037662582446,-2.631535473993816,-3.4194899922336504,-3.0828710025070833,-4.064940082373081,-3.8528366159604355,-2.8436302182686144
-0.685840042836302,-2.104742206836706,-2.507599109846752,-2.387568722635454,-3.336960071634096,-2.8244248401398866,-3.654709650740959,-3.7636902937750087,-2.601013306682762
-1.0163509025444077,-12.206072645530174,-1.9816951130320837,-2.657171176977737,-3.48990114644155,-2.861062196926238,-4.232520515453195,-3.2015166956795262,-3.022389501648213
-0.8440561902818183,-12.206072645530174,-1.764997068031163,-2.8058136169408177,-3.5731709118429,-3.0729582464854484,-4.3414324820436185,-3.457656849774529,-2.817792784677212
-0.9781092489124482,-12.206072645530174,-1.7170884331531509,-2.917022701618841,-3.537750467119899,-3.3844242634037696,-4.8291439655964545,-3.6895956545242328,-2.7991999985167015
-1.2828122806172169,-12.206072645530174,-2.211475121728724,-3.6176510230334933,-4.473967723843062,-4.021026790294358,-5.149526780620556,-4.6060316732617155,-3.6245732738404133
-1.1727071424463393,-12.206072645530174,-1.974941675954936,-4.188963410710998,-4.817351829898921,-3.7727459127475194,-4.877203191257051,-4.077783571592653,-3.2777895869307927
-1.042905357719974,-12.206072645530174,-2.1722617140473455,-2.768747254294859,-4.141550671279554,-2.6353618536854464,-4.88046725473352,-3.5612390866041252,-3.4361353547887723
-0.42108871857175795,-12.206072645530174,-2.1700400402678306,-2.810196704900657,-3.7935249214797366,-1.1254713126389164,-4.189967236267665,-2.3244985813326497,-3.6748230865591633
-1.0063600341005283,-12.206072645530174,-2.0685726712291994,-3.14774525255932,-4.126269694577671,-2.9219781160138494,-4.813105908152772,-2.4724813569340283,-3.682649691841871
-0.23285651984004402,-12.206072645530174,-2.1598672887035786,-2.4951806836297283,-3.2401870961606694,-0.9497496124914044,-3.7276422136479854,-2.7791302875397395,-4.038140777262008
-1.2085170136232248,-12.206072645530174,-3.1331275958349893,-3.4438957817808062,-4.1548416309612755,-2.2843397639320617,-4.595216492764338,-3.1814465374756855,-4.657077372874352
-1.0445501884635782,-12.206072645530174,-2.5708934977213493,-3.524895078127575,-4.082813367928898,-2.503022995887823,-4.640627622597652,-3.372138275121501,-4.585435504137406
-0.5700425961609069,-12.206072645530174,-1.7971884213564278,-3.5172146968333777,-4.0204991189689325,-2.6992109961822783,-12.206072645530174,-3.0779980845749586,-4.098346811949549
0.003834937219336698,-12.206072645530174,-1.0940179130933856,-2.9519741954048326,-3.0639670737353297,-1.9184817180361906,-12.206072645530174,-2.5090694041190553,-3.1248315835259457
0.10752859367722528,-12.206072645530174,-1.0890288822521932,-2.61331870452091,-3.1963791779880397,-1.5000481082728818,-4.218098380301106,-2.9563830713480894,-2.195591523295122
-0.8923551130483524,-12.206072645530174,-2.720590922210618,-2.200104614063395,-3.024479344076888,-2.998901438857576,-3.8042145536123653,-3.8587957008944618,-2.679820758038041
-0.33149263942033674,-12.206072645530174,-2.3320508933493995,-1.6138863827226433,-2.8229203641317686,-2.7978201549596498,-3.6671049647652287,-2.4644577634798153,-2.0628149801961917
-0.8037883700212168,-12.206072645530174,-2.768871806059175,-1.9445554341960025,-3.000454718364266,-2.9772148676835144,-3.3993683112318003,-3.3388190786791037,-2.33603942148203
-0.567010564525824,-12.206072645530174,-2.5002151434949313,-1.6266884037715375,-2.8848785588186283,-2.344415978044076,-3.4113505840183556,-2.921426554853406,-2.2013620188551686
-0.9217901258593244,-12.206072645530174,-2.8249230715159204,-1.8898555019195529,-2.938594342668261,-3.023716120057689,-3.291636208004932,-3.5408847839204975,-2.5701816537207756
-0.3830859793150159,-12.206072645530174,-2.348252538398816,-1.41335932978295,-2.888464727215628,-2.2297051413346507,-3.7125507995951352,-2.5515288703040713,-2.1313722737139176
0.8357717608052104,-12.206072645530174,-2.1166001230331486,-1.7386136697680805,-3.0863476068175744,0.2560072823736615,-4.171056029144464,-2.939477379932198,-2.6458207172249013
-1.3982252115077625,-12.206072645530174,-3.0057463215810554,-1.954542424871783,-2.907669076354565,-2.667455669137601,-3.615432210621901,-12.206072645530174,-2.929202729942779
-1.1899317758890389,-12.206072645530174,-3.0419427327254778,-2.027632467009807,-2.9350855190883673,-2.354374461458629,-3.4990837895140747,-12.206072645530174,-2.876082891716749
-1.1868818568484178,-12.206072645530174,-2.965210196381623,-2.138846491398773,-2.9837456292761964,-2.447337629081851,-3.547321786236733,-12.206072645530174,-2.886586960825162
-1.4840075698869677,-12.206072645530174,-2.9404782259355438,-2.1289405226005176,-3.0921727123203966,-3.011960147732451,-3.70541826009031,-12.206072645530174,-2.7818269772535373
-1.565270224991394,-12.206072645530174,-3.01167065462001,-2.2936581450244935,-3.1598861805464025,-3.277287688889884,-3.900946760139735,-12.206072645530174,-2.897067001100081
-1.607687595133533,-12.206072645530174,-3.128023112326596,-2.2996524025376384,-3.1365498938110123,-3.5699616662657534,-3.7157206068244952,-12.206072645530174,-3.033824528248087
-1.4136670378760077,-12.206072645530174,-2.8777878287025502,-2.173738899921124,-2.9796966413064716,-3.3875431106545135,-3.7092943908893097,-12.206072645530174,-2.8329374463095
-0.36900854824754936,-12.206072645530174,-2.6886381425680805,-1.9381430912944433,-2.7529618404251495,-2.9929291547649437,-3.2228838696091135,-12.206072645530174,-2.9066033061424097
-1.6461665254500941,-12.206072645530174,-2.9035528583919175,-2.0089951183647097,-2.8220942789934775,-3.1034496936413585,-3.301306243126054,-12.206072645530174,-3.1794122296746887
-1.3187328388580009,-12.206072645530174,-2.9239733879735152,-1.9714339985723943,-2.860716492404437,-3.009189354871606,-3.2825416727625227,-12.206072645530174,-3.269815130601339
-1.3353141017226806,-12.206072645530174,-2.923473554357871,-1.8655363808652807,-2.793945963857243,-2.69548829378148,-3.2655357816039166,-12.206072645530174,-3.193560127898639
-0.7870703087652545,-12.206072645530174,-2.950486664475735,-1.4206305602065912,-2.6840491158544477,-2.125450061332058,-2.9981274887931355,-12.206072645530174,-3.329036920169692
-0.8698856001108888,-12.206072645530174,-3.0154989857271266,-1.4082372281681026,-2.6862100224948646,-2.1729987749530735,-3.035032838327328,-12.206072645530174,-3.276054269938185
-0.6944166459903267,-12.206072645530174,-3.0228938314831315,-1.3121823160030348,-2.629287162871857,-2.0579891465874622,-3.1659131240403218,-12.206072645530174,-3.2658268615698054
-0.5202871935822964,-12.206072645530174,-2.8935709376990975,-1.2451806823174199,-2.5049944553396335,-1.9956852686641364,-2.81314738043609,-12.206072645530174,-3.0440297625877513
-0.6508275624379568,-12.206072645530174,-2.8909520279802905,-1.334266377302725,-2.5347798646711777,-2.114100785021018,-2.7539133945777268,-12.206072645530174,-2.7609579112737093
-0.6746545678210092,-12.206072645530174,-2.9296655773584472,-1.4176573492624622,-2.561090276641735,-2.1698365847435377,-2.88398463977194,-12.206072645530174,-2.894400506496462
-0.66244900822961,-3.055187600362365,-2.990160817380176,-1.6127648811621123,-2.729798463961325,-2.402578180987202,-2.992371036246594,-12.206072645530174,-3.0137102005927137
-1.0260371571431253,-12.206072645530174,-2.9440938284478033,-1.6158230964024909,-2.746940356419753,-2.3853974099887716,-3.115298034546324,-12.206072645530174,-2.923527555997939
-1.0880293559694907,-12.206072645530174,-2.931686542505013,-1.6482303449926097,-2.7823596139899083,-2.42499229317607,-3.2204620357357543,-12.206072645530174,-2.9512521595589756
-0.9936786811225856,-12.206072645530174,-3.0585237145785102,-1.6090959069246524,-2.8252112042796655,-2.379043681652564,-3.429280252912897,-12.206072645530174,-3.1342270148976294
-1.0947143554900567,-12.206072645530174,-3.025726147055312,-1.6584809374201344,-2.9543447682451083,-2.367039028589075,-3.2497434830255707,-12.206072645530174,-3.0741996475840727
-1.142277978911129,-12.206072645530174,-3.0025344630782644,-1.8519689893861053,-2.9787962591084063,-2.624561378064796,-3.464434097396195,-12.206072645530174,-2.9348287872826866
-1.2931376984699907,-12.206072645530174,-3.0902578290764704,-1.9752148923655612,-3.162746303128464,-2.714035421049913,-3.596847063304483,-12.206072645530174,-2.938686702269413
-0.8228746629476235,-2.7597301308551607,-3.084273073259972,-2.0575829681138473,-3.1371000581939446,-2.669715582578307,-4.086316649119504,-12.206072645530174,-2.84551041240891
-1.2754594254806604,-12.206072645530174,-3.2267934353355145,-2.111555891352856,-3.213246513216277,-2.7685142065243986,-3.9008164985480223,-12.206072645530174,-2.9968426385811378
-1.3490102527449404,-12.206072645530174,-3.2609445506621,-2.2872340652632146,-3.2848415469059713,-3.0205220968441693,-4.0386474358428,-12.206072645530174,-2.9585141546393086
-1.2516425314194832,-3.1487806991200724,-3.274698750457931,-2.452921448896109,-3.331636704967096,-3.1565217446040132,-4.301151471864211,-12.206072645530174,-3.098396541135486
-1.2060768830144717,-3.2349876469929093,-3.2226927980005575,-2.4207189448042206,-3.3389185074172487,-3.2159842188434555,-4.365932178467494,-12.206072645530174,-2.9566342333093387
-1.2508684492308293,-3.295714602818777,-3.238771246749665,-2.497235311297903,-3.3706891723860544,-3.203598904278261,-12.206072645530174,-12.206072645530174,-3.2396102587313087
-1.116036868761225,-3.731389888663821,-3.0386895889583845,-2.400272312500067,-3.3071112827392377,-3.1362034971396073,-4.340054576098886,-12.206072645530174,-3.2792985732968143
-1.0867175523673132,-3.4698799790748005,-2.907230044070751,-2.433703866098419,-3.3651759400517576,-2.9818533858331797,-4.310908019169227,-12.206072645530174,-3.3455268354151033
-0.9515917968946995,-3.1204534738057275,-2.8366658393552284,-2.118745812691978,-3.2367236659894187,-2.6804507568095697,-4.2345404412841665,-12.206072645530174,-3.4395911928571152
-1.0424106573986613,-3.7692791030834383,-2.8339514182659866,-2.1654236167279617,-3.2964896957012724,-2.7626518310016768,-4.423276704972166,-12.206072645530174,-3.538952741890487
-0.8698985835048417,-3.1361179443072587,-2.55805861281795,-1.8824610762761531,-3.095821518138239,-2.4448960482940536,-4.106301210298335,-12.206072645530174,-3.5142458235050267
-0.7060500659154687,-2.5810066744576723,-2.5138509717244433,-1.7542805971996152,-2.9425722750332217,-2.31893859129629,-4.051409191383591,-12.206072645530174,-3.3717507461965055
-0.41603946002198156,-4.42712789805198,-3.2896436197072223,-1.0578731970082018,-2.9288550976400516,-2.284804301368072,-12.206072645530174,-12.206072645530174,-4.246920369512376
-0.2480626951858545,-5.150646503345821,-3.0696668500339195,-0.7775791111110679,-2.8157852948403326,-2.154061742354036,-3.5222127536435694,-12.206072645530174,-4.303713329000452
-0.16377811016840832,-6.349137248641316,-3.014203129351639,-0.8322924039153788,-2.7618918153320013,-1.9917883781459216,-3.25897027291667,-12.206072645530174,-3.9659509136807087
-0.1596651113954881,-4.379753722895995,-3.058805096658569,-0.8604820041174965,-2.777596738083618,-2.0131301390258387,-3.4095676124102647,-12.206072645530174,-3.980065406255477
-0.34756941112823847,-4.407802332088923,-3.059210486616897,-1.0219283403630988,-2.9408870194508228,-2.2490985171077833,-3.5310726736324947,-12.206072645530174,-4.0906485331603095
-0.66760714177075,-3.1349793334139044,-3.221376212483564,-1.2985821943407958,-3.1795030006882348,-2.526372577964038,-3.671260934166244,-12.206072645530174,-4.544664904939541
-0.41631257977183056,-5.102439682983219,-2.926945923977888,-1.119134218972682,-2.928170050102751,-2.404684809285861,-3.6500058258030155,-12.206072645530174,-4.22155282869631
-0.706289726715132,-5.919035071727862,-2.8451324079554414,-1.7366309015325778,-2.923688613870732,-2.646236373212875,-3.6897074195827657,-12.206072645530174,-4.183973124546327
-0.5740974807946987,-4.233709432770712,-2.609150809912108,-1.6855817695960222,-2.7430764644600543,-2.561623870437959,-12.206072645530174,-12.206072645530174,-4.383198340052603
-1.3176841281630587,-5.140929354482937,-3.3772355634515945,-2.524627309125551,-3.4425639722604386,-3.2385754077536384,-4.596918649744988,-12.206072645530174,-5.074805808556591
-1.3972993747554656,-5.250817780149283,-3.5685790151999615,-2.555055060396054,-3.8606729752750994,-3.5435670474093164,-4.714990969758343,-12.206072645530174,-4.94672977846753
-1.0853156027158208,-12.206072645530174,-2.345727228523585,-2.0535775046458,-2.563081095390459,-2.72709376553651,-4.211237805536129,-12.206072645530174,-4.640410211226894
-1.0522978437068746,-12.206072645530174,-2.419785983042569,-1.9650007642622718,-2.5271043925910974,-2.597777055410781,-4.20368999914267,-12.206072645530174,-4.464106846449862
-1.0891913949717655,-12.206072645530174,-2.4399617962152145,-2.0248221248554863,-2.4746174658965625,-2.4562995253743933,-4.466177720453883,-12.206072645530174,-4.66398575323094
-1.1992336518698594,-12.206072645530174,-2.513382762308043,-2.1416667819027273,-2.580329151764224,-2.531067065983665,-3.9994833455502783,-12.206072645530174,-4.702223083443081
-1.6323099956940894,-6.611939629430793,-3.1901001920878924,-2.45331566687359,-2.9408737727542675,-2.9132493656537712,-4.822083072023721,-12.206072645530174,-4.844593560680046
-0.7829760721095022,-1.7789276700326928,-4.607874583777464,-2.1220122351165256,-2.9460535385662787,-3.105211170335536,-4.143697317306128,-12.206072645530174,-2.6186227069133907
