,"Chlorophyll a, total",Divinyl chlorophyll a,Chlorophyll b,19-Hexanoyloxyfucoxanthin,19-Butanoyloxyfucoxanthin,Fucoxanthin,Peridinin,Alloxanthin,Zeaxanthin
3107,-1.9310215365615626,-7.444355485511146,-9.772459290129724,-1.903808973036678,-4.074541934925921,-3.473768074496991,-10.40436284544895,-1.4312917270506265,-5.298317366548036
3108,-2.796881414808826,-8.169124704944412,-5.809142990314028,-2.9759296462578115,-4.3428059215206005,-3.3242363405260273,-5.521460917862246,-3.0159349808715104,-6.214608098422191
3109,-3.7297014486341915,-7.232346745167518,-5.521460917862246,-3.6888794541139363,-5.115995809754082,-3.7722610630529876,-5.298317366548036,-5.809142990314028,-5.809142990314028
3110,-4.017383521085972,-6.240226785327625,-6.214608098422191,-3.912023005428146,-5.809142990314028,-4.074541934925921,-6.214608098422191,-6.907755278982137,-6.214608098422191
3111,-0.5826797275339743,-8.017688976208053,-5.843044541989709,-2.1803674602697964,-3.2114038100294997,-2.7211354406508654,-5.099466507802871,-2.8824035882469876,-9.210340371976182
3112,-1.4142823976600594,-8.257786836556276,-9.772459290129724,-2.5232317641096684,-3.493312670569961,-2.8507665033038054,-5.184988681241033,-6.214608098422191,-9.210340371976182
3113,-1.3959407381716962,-8.625842005073546,-9.772459290129724,-2.3025850929940455,-4.06284589516273,-2.598299337143091,-10.40436284544895,-4.491841500681089,-9.210340371976182
3114,-0.2457726693745713,-7.351080364034293,-3.907035463917107,-2.3402869601780574,-2.4805163014867073,-1.7527310822605766,-10.40436284544895,-1.9653988256391757,-9.210340371976182
3115,0.6573127275507292,-7.300216512150339,-3.302257433807252,-1.7350011354094461,-2.3309845675157437,-1.8951219822232084,-10.40436284544895,-9.721165995742174,-9.210340371976182
3116,-0.6064008386890201,-6.323916452718782,-4.68648870716568,-2.6845338898391504,-4.433319929061432,-3.458371089736707,-5.406125319182342,-9.721165995742174,-4.436018303242779
3117,-1.8941909453800014,-8.686349925015199,-3.4210166114961567,-3.3056316526951175,-3.2055574100070214,-9.210340371976182,-10.40436284544895,-5.515908361872602,-5.589782586085087
3118,-2.5917349087208614,-8.571955849946631,-3.1030911579545575,-4.0880863680337,-9.210340371976182,-3.9359082400358547,-10.40436284544895,-9.721165995742174,-9.210340371976182
3119,-1.527443264881473,-8.1471877645965,-3.427140874577213,-3.2156984341248083,-4.364506360553563,-3.156818629675185,-10.40436284544895,-5.056483618223549,-9.210340371976182
3120,-1.5073326894969468,-8.987378398246223,-9.772459290129724,-2.5345171503413346,-9.210340371976182,-2.3217679124108197,-4.688551794927142,-5.184988681241033,-9.210340371976182
3121,-0.8744292777792374,-8.4143603956125,-9.772459290129724,-2.4557362724882204,-5.2785147392518565,-1.7209282884674635,-10.40436284544895,-5.626821433520073,-9.210340371976182
3122,0.31239907498861774,-9.210340371976182,-2.0561284735545438,-2.1236024374656055,-3.074775480894444,-0.987786733579225,-3.4834926243889854,-3.0118616554838744,-2.706052198439537
3123,-1.065167841448754,-8.524588557918522,-4.517082696215572,-2.6823015071913456,-4.096428007888523,-1.5904533407326062,-10.40436284544895,-9.721165995742174,-6.724153256501056
3124,-0.9822969962867609,-8.567794308579021,-4.770162760660271,-2.481364929091737,-2.947818683939992,-1.8355985104600439,-3.381953734095451,-9.721165995742174,-5.642781453098802
3125,-1.9810814720667542,-8.111975710811738,-3.7070910022481445,-2.89648360524221,-3.810520221257134,-1.1949810020214442,-7.2036581850645405,-9.721165995742174,-5.527157361835271
3126,0.6659815124871757,-8.376879832824075,-2.893175685228899,-3.160606916744225,-4.057048777478403,0.4513940399965642,-3.513246885470778,-5.259096653394756,-9.210340371976182
3127,-3.2465039919856746,-4.3142236975447545,-8.40381690969021,-5.520257142690393,-9.210340371976182,-9.210340371976182,-10.40436284544895,-9.721165995742174,-3.597570358892948
3128,0.13834354562156698,-9.210340371976182,-1.2698797151484353,-3.3158912481491014,-5.203106086361391,-1.619212736749442,-3.8573138128445037,-3.1759591693628266,-2.3702548604906766
3129,-1.3530530273400887,-7.1959373830683555,-2.3588250123086776,-2.9081137442519682,-3.4972344625951033,-1.360770363494146,-5.750048320052349,-6.186936512747317,-5.285328883280119
3130,-0.6586684621437029,-9.210340371976182,-2.969472819850301,-1.6839829616305397,-2.8808548952341857,-3.472069517861409,-4.589881259541993,-4.392001256222066,-3.2249403771471794
3131,-1.1744140020843916,-9.210340371976182,-4.605170185988091,-2.659260036932778,-4.710530701645918,-1.6873994539038122,-3.9633162998156966,-9.721165995742174,-5.809142990314028
3132,-1.579879110192556,-9.210340371976182,-4.605170185988091,-2.8302178350764176,-4.605170185988091,-2.631089159966082,-4.605170185988091,-6.907755278982137,-5.521460917862246
3133,-1.0356374895067213,-9.210340371976182,-3.270169119255751,-2.419118909249997,-3.9633162998156966,-1.6873994539038122,-3.6888794541139363,-5.809142990314028,-4.509860006183766
3134,-1.851509473633829,-9.210340371976182,-4.509860006183766,-2.9374633654300153,-4.961845129926823,-3.146555163288575,-4.422848629194137,-5.809142990314028,-6.214608098422191
3135,-1.8578992717326,-9.210340371976182,-9.772459290129724,-3.4112477175156566,-4.961845129926823,-4.422848629194137,-5.521460917862246,-9.721165995742174,-3.2441936328524905
3136,-1.0498221244986778,-9.210340371976182,-3.816712825623821,-2.05572501506252,-4.422848629194137,-4.199705077879927,-4.3428059215206005,-3.079113882493042,-3.2968373663379125
3137,-2.047942874620465,-9.210340371976182,-9.772459290129724,-3.1941832122778293,-4.710530701645918,-4.509860006183766,-4.8283137373023015,-9.721165995742174,-3.540459448995663
3138,-1.2658482080440236,-9.210340371976182,-4.710530701645918,-2.111964733385396,-4.3428059215206005,-3.6888794541139363,-4.509860006183766,-4.017383521085972,-3.270169119255751
3139,-2.137070654516472,-9.210340371976182,-4.961845129926823,-3.170085660698769,-4.422848629194137,-5.115995809754082,-4.961845129926823,-5.521460917862246,-4.509860006183766
3140,-2.2537949288246137,-9.210340371976182,-5.298317366548036,-3.3524072174927233,-4.509860006183766,-5.115995809754082,-4.961845129926823,-6.214608098422191,-4.710530701645918
